1,-0.365637083,-0.402254506,0.01
2,-0.384985357,-0.401534208,0.01
3,-0.403257124,-0.395137071,0.01
4,-0.401781139,-0.351646025,0.01
5,-0.402157051,-0.331735327,0.01
6,-0.384959289,-0.34149956,0.01
7,-0.385240008,-0.321631363,0.01
8,-0.401796008,-0.2722779,0.01
9,-0.402720671,-0.193263121,0.01
10,-0.401973227,-0.173552202,0.01
11,-0.401504371,-0.13415752,0.01
12,-0.401685561,-0.114479627,0.01
13,-0.40208979,-0.094816056,0.01
14,-0.4026209,-0.075139016,0.01
15,-0.401853125,-0.055461239,0.01
16,-0.401539467,-0.035783062,0.01
17,-0.384345833,-0.025956189,0.01
18,-0.401477325,-0.016097746,0.01
19,-0.384629124,0.013498597,0.01
20,-0.401695986,0.003592105,0.01
21,-0.40216718,0.023286864,0.01
22,-0.367448186,0.023324159,0.01
23,-0.367500344,0.042963571,0.01
24,-0.402509229,0.042998692,0.01
25,-0.384746631,0.052797874,0.01
26,-0.384445635,0.09229815,0.01
27,-0.401802526,0.121895209,0.01
28,-0.384770615,0.13184751,0.01
29,-0.402290276,0.141612946,0.01
30,-0.402351276,0.161341226,0.01
31,-0.367561038,0.161355479,0.01
32,-0.384741779,0.171172866,0.01
33,-0.401812954,0.181060785,0.01
34,-0.38452277,0.190885811,0.01
35,-0.401546975,0.200777637,0.01
36,-0.367322448,0.200780295,0.01
37,-0.401554739,0.220495577,0.01
38,-0.401826084,0.240200349,0.01
39,-0.402222148,0.279578436,0.01
40,-0.384875802,0.26968526,0.01
41,-0.40139376,0.318966951,0.01
42,-0.401949487,0.358649792,0.01
43,-0.403141523,0.37856898,0.01
44,-0.401073519,0.399936725,0.01
45,-0.346095778,-0.402990835,0.01
46,-0.35578217,-0.385636507,0.01
47,-0.383749051,-0.381751289,0.01
48,-0.367445774,-0.370488377,0.01
49,-0.401351392,-0.372595054,0.01
50,-0.384830063,-0.361484226,0.01
51,-0.333606629,-0.331279923,0.01
52,-0.402734544,-0.311908429,0.01
53,-0.367985813,-0.331381749,0.01
54,-0.367995,-0.311714587,0.01
55,-0.402226951,-0.292083626,0.01
56,-0.401631743,-0.252478976,0.01
57,-0.384431519,-0.12427685,0.01
58,-0.384785418,-0.084940785,0.01
